ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
23258,הכי אמר רב יוסף אמר ^רב יהודה אמר שמואל^ מפטירין אחר המצה אפיקומן נימא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Pesachim,418267,418284,120A,418267,1394,2763
23269,יושבת אצלו מאי שגל אמר ^רבה בר לימא משמיה דרב^ כלבתא,רבה בר לימא,רבה בר לימא,רבה בר לימא,דרב,רב,רב,רב-רבה בר לימא, משמיה ,משמיה,1,Rosh Hashanah,6626,6646,4A,6626,2611,2578
23273,אלעזר אמר רבי אושעיא דאמר ^רבי אלעזר אמר רבי אושעיא^ מניין לעצרת שיש לה תשלומין,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אושעיא,רבי אושעיא,רבי אושעיא רבה,רבי אושעיא רבה-רבי אלעזר בן פדת, אמר ,אמר,1,Rosh Hashanah,8908,8931,4B,8908,467,239
23279,משהי לה ועברי עליה בעשה.  אמר ^רב זביד משמיה דרבא^ כגון,רב זביד,רב זביד,רב זביד,דרבא,רבא,רבא,רב זביד-רבא, משמיה ,משמיה,1,Rosh Hashanah,13503,13520,6A,13503,993,2582
23283,חדשים משנה שאין עמה חדשים.  אמר ^רב יהודה אמר שמואל^ קרבנות צבור הבאין באחד בניסן,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Rosh Hashanah,17387,17404,7A,17387,1394,2763
23316,דיירא ומוביל סחורה בכל מדינה.  אמר ^רבי חייא בר אבא אמר רבי יוחנן^ זו דברי רבי יהודה ורבי,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,24444,24472,9B,24444,1091,1570
23319,לרבעי רבעי.  מנא הני מילי אמר ^רבי חייא בר אבא אמר רבי יוחנן^ ומטו בה משמיה דרבי ינאי,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,25224,25252,10A,25224,1091,1570
23327,ורבי שמעון אומרים שתי שבתות.  ואמר ^רב נחמן אמר רבה בר אבוה^ לדברי האומר שלשים צריך שלשים,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Rosh Hashanah,26164,26186,10B,26164,2285,2586
23335,שליש מנא הני מילי אמר ^רב אסי אמר רבי יוחנן^ ומטו בה משמיה דרבי יוסי,רב אסי,רב אסי,רב אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב אסי-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,32836,32855,12B,32836,534,1570
23340,על הישן שבו.  מי לא תניא ^רבי יוסי בן כיפר אמר משום רבי שמעון שזורי^ פול המצרי שזרעו לזרע מקצתו,רבי יוסי בן כיפר,רבי יוסי בן כיפר,רבי יוסי בן כיפר,רבי שמעון שזורי,רבי שמעון שזורי,רבי שמעון שזורי,רבי יוסי בן כיפר-רבי שמעון שזורי, אמר משום ,אמר משום,2,Rosh Hashanah,35138,35178,13B,0,1710,2920
23342,יש בילה.  ורבנן סברי אין בילה.  אמר ^רבי יצחק בר נחמני אמר שמואל^ הלכה כרבי יוסי בן כיפר,רבי יצחק בר נחמני,רבי יצחק בר נחמני,רבי יצחק בר נחמן,שמואל,שמואל,שמואל,רבי יצחק בר נחמן-שמואל, אמר ,אמר,1,Rosh Hashanah,35533,35559,13B,35533,1922,2763
23344,בר נחמני אמר שמואל הלכה ^כרבי יוסי בן כיפר שאמר משום רבי שמעון שזורי^ מתקיף לה רבי זירא ומי,כרבי יוסי בן כיפר,רבי יוסי בן כיפר,רבי יוסי בן כיפר,רבי שמעון שזורי,רבי שמעון שזורי,רבי שמעון שזורי,רבי יוסי בן כיפר-רבי שמעון שזורי, שאמר משום ,שאמר משום,2,Rosh Hashanah,35566,35608,13B,0,1710,2920
23349,השנה לאילן מאי טעמא אמר ^רבי אלעזר אמר רבי אושעיא^ הואיל ויצאו רוב גשמי שנה,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אושעיא,רבי אושעיא,רבי אושעיא רבה,רבי אושעיא רבה-רבי אלעזר בן פדת, אמר ,אמר,1,Rosh Hashanah,36837,36860,14A,36837,467,239
23383,שביעית הנכנסת לשמינית לעולם שביעית.  מיתיבי ^רבי שמעון בן יהודה אומר משום רבי שמעון^ אתרוג בת ששית שנכנסת לשביעית,רבי שמעון בן יהודה,רבי שמעון בן יהודה,רבי שמעון בן יהודה איש כפר עכו,רבי שמעון,רבי שמעון,רבי שמעון בן יוחאי,רבי שמעון בן יהודה איש כפר עכו-רבי שמעון בן יוחאי, אומר משום ,אומר משום,2,Rosh Hashanah,39451,39488,15A,0,2864,2830
23405,בין לאחר גזר דין.  תניא אמר ^רבי יהודה משום רבי עקיבא^ מפני מה אמרה תורה הביאו,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי עקיבא,רבי עקיבא,רבי עקיבא בן יוסף,רבי יהודה ברבי אילעאי-רבי עקיבא בן יוסף, משום ,משום,1,Rosh Hashanah,42998,43021,16A,42998,1395,2465
23406,לומר ובנבלתם לא תגעו ברגל.  אמר ^רבי כרוספדאי אמר רבי יוחנן^ שלשה ספרים נפתחין בראש השנה,רבי כרוספדאי,רבי כרוספדאי,רבי קריספא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי יוחנן-רבי קריספא, אמר ,אמר,1,Rosh Hashanah,45311,45336,16B,45311,2571,1570
23410,הצבור שלא לשם שמים אמר ^רב יהודה אמר רב^ כל פרנס המטיל אימה יתירה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Rosh Hashanah,47912,47926,17A,47912,1394,2578
23418,בר אמי ואמרי לה אמר ^רב שמואל בר נחמני אמר רב יונתן^ מנין לגזר דין שיש עמו,רב שמואל בר נחמני,רב שמואל בר נחמני,רב שמואל בר נחמני,רב יונתן,רב יונתן,רב יונתן,רב יונתן-רב שמואל בר נחמני, אמר ,אמר,1,Rosh Hashanah,51755,51784,18A,51755,21272,21084
23423,עשרה ימים מאי עבידתייהו אמר ^רב יהודה אמר רב^ כנגד עשר לגימות שנתן נבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Rosh Hashanah,52678,52692,18A,52678,1394,2578
23424,שנתן נבל לעבדי דוד אמר ^רב נחמן אמר רבה בר אבוה^ אלו עשרה ימים שבין ראש,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Rosh Hashanah,52733,52755,18A,52733,2285,2586
23426,אמר כמעלות בית מרון אמר ^רב יהודה אמר שמואל^ כחיילות של בית דוד,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Rosh Hashanah,52915,52932,18A,52915,1394,2763
23427,שמואל כחיילות של בית דוד.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ וכולן נסקרין בסקירה אחת אמר,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,52959,52985,18A,52959,2594,1570
23429,קטן.  גמ׳ וליפקו נמי אתמוז וטבת.  [18B]  דאמר ^רב חנא בר ביזנא אמר רבי שמעון חסידא^ מאי דכתיב כה אמר ה׳,רב חנא בר ביזנא,רב חנא בר ביזנא,רב חנא בר ביזנא,רבי שמעון חסידא,רבי שמעון חסידא,רבי שמעון חסידא,רב חנא בר ביזנא-רבי שמעון חסידא, אמר ,אמר,1,Rosh Hashanah,53482,53516,18B,53482,1192,2913
23442,תימא דלמא עברוה לאלול והאמר ^רבי חיננא בר כהנא אמר רב^ מימות עזרא ואילך לא מצינו,רבי חיננא בר כהנא,רבי חיננא בר כהנא,רבי חיננא בר כהנא,רב,רב,רב,רב-רבי חיננא בר כהנא, אמר ,אמר,1,Rosh Hashanah,57708,57731,19B,57708,21919,2578
23453,אמר רב אשי לאכחושי סהדי.  אמר ^רבי זירא אמר רב נחמן^ עשרים וארבעה שעי מכסי סיהרא,רבי זירא,רבי זירא,רבי זירא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבי זירא, אמר ,אמר,1,Rosh Hashanah,61588,61607,20B,61588,1017,2285
23455,אמר חצות לילה איכא בינייהו.  אמר ^רבי זירא אמר רב נחמן^ כל ספיקא לקמיה שדינן למימרא,רבי זירא,רבי זירא,רבי זירא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבי זירא, אמר ,אמר,1,Rosh Hashanah,61946,61965,20B,61946,1017,2285
23469,אמר לך ולא מידי אמר ^טבי בריה דמרי טבי אמר מר עוקבא^ אמר שמואל הלכתא כרבי שמעון,טבי בריה דמרי טבי,טבי בריה דמרי טבי,טבי בריה דמרי טבי,מר עוקבא,מר עוקבא,מר עוקבא,טבי בריה דמרי טבי-מר עוקבא, אמר ,אמר,1,Rosh Hashanah,65624,65653,22A,65624,1355,2423
23470,טבי בריה דמרי טבי אמר ^מר עוקבא אמר שמואל^ הלכתא כרבי שמעון,מר עוקבא,מר עוקבא,מר עוקבא,שמואל,שמואל,שמואל,מר עוקבא-שמואל, אמר ,אמר,1,Rosh Hashanah,65646,65663,22A,65646,2423,2763
23482,דין וכו׳ מנהני מילי אמר ^רבי חייא בר גמדא אמר רבי יוסי בן שאול^ אמר רבי אמר קרא וידבר,רבי חייא בר גמדא,רבי חייא בר גמדא,רבי חייא בר גמדא,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי חייא בר גמדא-רבי יוסי בן שאול, אמר ,אמר,1,Rosh Hashanah,73291,73327,24A,73291,1105,1731
23483,רבי חייא בר גמדא אמר ^רבי יוסי בן שאול אמר רבי^ אמר קרא וידבר משה את,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי,רבי,רבי יהודה הנשיא,רבי יהודה הנשיא-רבי יוסי בן שאול, אמר ,אמר,1,Rosh Hashanah,73312,73335,24A,73312,1731,1508
23484,ואי אתה מקדש חדשים אמר ^רב יהודה אמר שמואל^ הלכה כרבי אלעזר ברבי צדוק,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Rosh Hashanah,73820,73837,24A,73820,1394,2763
23511,כל הארץ ולתרנגול שכוי אמר ^רב יהודה אמר רב^ ואיבעית אימא רבי יהושע בן,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Rosh Hashanah,83126,83140,26A,83126,1394,2578
23528,בלבד.  גמ׳ מנא הני מילי אמר ^רבי לוי בר לחמא אמר רבי חמא בר חנינא^ כתוב אחד אומר שבתון זכרון,רבי לוי בר לחמא,רבי לוי בר לחמא,רבי לוי בר לחמא,רבי חמא בר חנינא,רבי חמא בר חנינא,רבי חמא בר חנינא,רבי חמא בר חנינא-רבי לוי בר לחמא, אמר ,אמר,1,Rosh Hashanah,96523,96558,29B,96523,2041,1176
23532,בית דין איתמר נמי אמר ^רבי חייא בר גמדא אמר רבי יוסי בן שאול^ אמר רבי אין תוקעין אלא,רבי חייא בר גמדא,רבי חייא בר גמדא,רבי חייא בר גמדא,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי חייא בר גמדא-רבי יוסי בן שאול, אמר ,אמר,1,Rosh Hashanah,99402,99438,30A,99402,1105,1731
23533,רבי חייא בר גמדא אמר ^רבי יוסי בן שאול אמר רבי^ אין תוקעין אלא כל זמן,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי יוסי בן שאול,רבי,רבי,רבי יהודה הנשיא,רבי יהודה הנשיא-רבי יוסי בן שאול, אמר ,אמר,1,Rosh Hashanah,99423,99446,30A,99423,1731,1508
23536,וכופלו.  [31A]  שאני התם דשירה דיומיה היא.  תניא ^רבי יהודה אומר משום רבי עקיבא^ בראשון מה היו אומרים לה׳,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי עקיבא,רבי עקיבא,רבי עקיבא בן יוסף,רבי יהודה ברבי אילעאי-רבי עקיבא בן יוסף, אומר משום ,אומר משום,2,Rosh Hashanah,102039,102067,31A,0,1395,2465
23537,דשבתא מה היו אומרים אמר ^רב ענן בר רבא אמר רב^ הזיו לך,רב ענן בר רבא,רב ענן בר רבא,רב חנן בר רבא,רב,רב,רב,רב-רב חנן בר רבא, אמר ,אמר,1,Rosh Hashanah,102988,103007,31A,102988,1327,2578
23539,רבא אמר רב הזיו לך.  ואמר ^רב חנן בר רבא אמר רב^ כדרך שחלוקים כאן כך חלוקין,רב חנן בר רבא,רב חנן בר רבא,רב חנן בר רבא,רב,רב,רב,רב-רב חנן בר רבא, אמר ,אמר,1,Rosh Hashanah,103024,103043,31A,103024,1327,2578
23540,ושבתא אמרי חד שמע מינה.  אמר ^רב יהודה בר אידי אמר רבי יוחנן^ עשר מסעות נסעה שכינה מקראי,רב יהודה בר אידי,רב יהודה בר אידי,רב יהודה בר אידי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב יהודה בר אידי-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,103333,103362,31A,103333,1413,1570
23549,וירדן מן המזרח.  ואמר עולא ואיתימא ^רבה בר עולא אמר רבי יוחנן^ מה טעם כדי לעטר שוקי,רבה בר עולא,רבה בר עולא,רבה בר עולא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר עולא-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,105621,105645,31B,105621,2618,1570
23566,כנגד כהנים לוים וישראלים אמר ^רב הונא אמר שמואל^ הלכה כרבי יוחנן בן נורי,רב הונא,רב הונא,רב הונא,שמואל,שמואל,שמואל,רב הונא-שמואל, אמר ,אמר,1,Rosh Hashanah,109671,109687,32A,109671,895,2763
23594,אמר רבי יוחנן הכי והאמר ^רבי יוחנן משום רבי שמעון בן יהוצדק^ בהלל ובמגילה אם שהה כדי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי יוחנן-רבי שמעון בן יהוצדק, משום ,משום,1,Rosh Hashanah,118541,118574,34B,118541,1570,2865
23597,בקי כך מוציא את הבקי.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ מודים חכמים לרבן גמליאל ורב,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Rosh Hashanah,120062,120088,34B,120062,2594,1570
23613,אילימא משום דנפישי קראי והאמר ^רב חננאל אמר רב^ כיון שאמר ובתורתך כתוב לאמר,רב חננאל,רב חננאל,רב חננאל,רב,רב,רב,רב-רב חננאל, אמר ,אמר,1,Rosh Hashanah,120924,120938,35A,120924,1339,2578
23614,אלא משום דאוושי ברכות.  גופא אמר ^רב חננאל אמר רב^ כיון שאמר ובתורתך כתוב לאמר,רב חננאל,רב חננאל,רב חננאל,רב,רב,רב,רב-רב חננאל, אמר ,אמר,1,Rosh Hashanah,121015,121029,35A,121015,1339,2578
23617,יומין הוה מצלי כפרקים דמי.  אמר ^רב אחא בר עוירא אמר רבי שמעון חסידא^ פוטר היה רבן גמליאל אפילו,רב אחא בר עוירא,רב אחא בר עוירא,רב אחא בר עוירא,רבי שמעון חסידא,רבי שמעון חסידא,רבי שמעון חסידא,רב אחא בר עוירא-רבי שמעון חסידא, אמר ,אמר,1,Rosh Hashanah,121457,121491,35A,121457,20777,2913
23620,ברכה.  אלא כי אתא רבין אמר ^רבי יעקב בר אידי אמר רבי שמעון חסידא^ לא פטר רבן גמליאל אלא,רבי יעקב בר אידי,רבי יעקב בר אידי,רבי יעקב בר אידי,רבי שמעון חסידא,רבי שמעון חסידא,רבי שמעון חסידא,רבי יעקב בר אידי-רבי שמעון חסידא, אמר ,אמר,1,Rosh Hashanah,121674,121709,35A,121674,1854,2913
23677,אילימא דטעה בדבר משנה והאמר ^רב ששת אמר רבי אמי^ טעה בדבר משנה חוזר אלא,רב ששת,רב ששת,רב ששת,רבי אמי,רבי אמי,רבי אמי,רב ששת-רבי אמי, אמר ,אמר,1,Sanhedrin,12893,12910,6A,12893,2938,495
23679,רואות.  היכי דמי גמר דין אמר ^רב יהודה אמר רב^ איש פלוני אתה חייב איש,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,16391,16405,6B,16391,1394,2578
23685,מזבח לפניו מה ראה אמר ^רבי בנימין בר יפת אמר רבי אלעזר^ ראה חור שזבוח לפניו,רבי בנימין בר יפת,רבי בנימין בר יפת,רבי בנימין בר יפת,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אלעזר בן פדת-רבי בנימין בר יפת, אמר ,אמר,1,Sanhedrin,16981,17011,7A,16981,695,467
23693,משכיל.  אמת ממון יראה סימן אמר ^רבי שמואל בר נחמני אמר רבי יונתן^ כל דיין שדן דין אמת,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמני, אמר ,אמר,1,Sanhedrin,18804,18835,7A,18804,2800,1624
23694,עתה אקום יאמר ה׳ וגו׳.  ואמר ^רבי שמואל בר נחמני אמר רבי יונתן^ כל דיין שנוטל מזה ונותן,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמני, אמר ,אמר,1,Sanhedrin,19040,19071,7A,19040,2800,1624
23695,ריבם וקבע את קבעיהם נפש.  ואמר ^רבי שמואל בר נחמני אמר רבי יונתן^ לעולם יראה דיין עצמו כאילו,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמני, אמר ,אמר,1,Sanhedrin,19227,19258,7A,19227,2800,1624
23705,ואצוה אתכם בעת ההיא אמר ^רבי אלעזר אמר רבי שמלאי^ אזהרה לציבור שתהא אימת דיין,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי שמלאי,רבי שמלאי,רבי שמלאי הדרומי,רבי אלעזר בן פדת-רבי שמלאי הדרומי, אמר ,אמר,1,Sanhedrin,23103,23125,8A,23103,467,2824
23722,אמרו בעשרים ושלשה מאי טעמא ^דרבי ישמעאל אמר אביי^ אתיא רשע רשע מחייבי מיתות,דרבי ישמעאל,רבי ישמעאל,רבי ישמעאל בן אלישע,אביי,אביי,אביי,אביי-רבי ישמעאל בן אלישע, אמר ,אמר,1,Sanhedrin,27909,27928,10A,27909,1979,121
23740,עושין אותן סעד לשנה כיצד ^רבי ינאי אומר משום רבן שמעון בן גמליאל^ ׳מהודעין אנחנא לכון דגוזלייא רכיכין,רבי ינאי,רבי ינאי,רבי ינאי רבה,רבן שמעון בן גמליאל,רבן שמעון בן גמליאל,רבן שמעון בן גמליאל,רבי ינאי רבה-רבן שמעון בן גמליאל, אומר משום ,אומר משום,2,Sanhedrin,32523,32560,11A,0,1814,2852
23747,אדר והוא עיבר ניסן בניסן ^רבי שמעון בן יהודה אומר משום רבי שמעון^ מפני שהשיא את ישראל לעשות,רבי שמעון בן יהודה,רבי שמעון בן יהודה,רבי שמעון בן יהודה איש כפר עכו,רבי שמעון,רבי שמעון,רבי שמעון בן יוחאי,רבי שמעון בן יהודה איש כפר עכו-רבי שמעון בן יוחאי, אומר משום ,אומר משום,2,Sanhedrin,36312,36349,12B,0,2864,2830
23753,של אדר הואיל וראוי לקובעו ניסן.  ^רבי שמעון בן יהודה אומר משום רבי שמעון^ מפני שהשיא את ישראל לעשות,רבי שמעון בן יהודה,רבי שמעון בן יהודה,רבי שמעון בן יהודה איש כפר עכו,רבי שמעון,רבי שמעון,רבי שמעון בן יוחאי,רבי שמעון בן יהודה איש כפר עכו-רבי שמעון בן יוחאי, אומר משום ,אומר משום,2,Sanhedrin,37509,37546,12B,0,2864,2830
23756,סליק להו לרבנן עד השתא.  אמר ^רב יהודה אמר שמואל^ אין מעברין את השנה אלא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,38301,38318,12B,38301,1394,2763
23764,קנסות.  וחד לא סמיך והא אמר ^רב יהודה אמר רב^ ברם זכור אותו האיש לטוב,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,40984,40998,13B,40984,1394,2578
23775,בן בבא סמכיה והא אמר ^רבה בר בר חנה אמר רבי יוחנן^ כל האומר רבי מאיר לא,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Sanhedrin,41785,41811,14A,41785,2594,1570
23788,מר דאנן מדבית עלי קאתינן.  דאמר ^רבי שמואל בר נחמן אמר רבי יונתן^ מניין שאין נסמכין לבית עלי,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמן, אמר ,אמר,1,Sanhedrin,42575,42605,14A,42575,22798,1624
23800,כו׳ מאי ערכין המטלטלין אמר ^רב גידל אמר רב^ באומר ערך כלי זה עלי,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Sanhedrin,45885,45898,14B,45885,820,2578
23801,ערך כלי זה עלי דאמר ^רב גידל אמר רב^,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Sanhedrin,45926,45939,14B,45926,820,2578
23802,מבעיא ליה תני ערכין של מטלטלין.  ^רב חסדא אמר אבימי^ במתפיס מטלטלין לערכין האי ערכין,רב חסדא,רב חסדא,רב חסדא,אבימי,אבימי,אבימי,אבימי-רב חסדא, אמר ,אמר,1,Sanhedrin,46121,46137,15A,46121,1345,129
23817,באורים ותומים.  אלא כי הא דאמר ^רב אחא בר ביזנא אמר רבי שמעון חסידא^ כנור היה תלוי למעלה ממטתו,רב אחא בר ביזנא,רב אחא בר ביזנא,רב חנא בר ביזנא,רבי שמעון חסידא,רבי שמעון חסידא,רבי שמעון חסידא,רב חנא בר ביזנא-רבי שמעון חסידא, אמר ,אמר,1,Sanhedrin,51558,51592,16A,51558,1192,2913
23819,הנדחת מנא הני מילי אמר ^רבי חייא בר יוסף אמר רבי אושעיא^ דאמר קרא והוצאת את האיש,רבי חייא בר יוסף,רבי חייא בר יוסף,רב חייא בר יוסף,רבי אושעיא,רבי אושעיא,רבי אושעיא רבה,רב חייא בר יוסף-רבי אושעיא רבה, אמר ,אמר,1,Sanhedrin,53498,53528,16B,53498,1113,239
23821,יהושע מכניס את ישראל לארץ ^אבא חנין אומר משום רבי אליעזר^ על עסקי שליו הן מתנבאים,אבא חנין,אבא חנין,אבא חנין,רבי אליעזר,רבי אליעזר,רבי אליעזר בן הורקנוס,אבא חנין-רבי אליעזר בן הורקנוס, אומר משום ,אומר משום,2,Sanhedrin,55944,55972,17A,0,1301,417
23823,תהא סנהדרי שומעת מפי המתורגמן.  אמר ^רב יהודה אמר רב^ אין מושיבין בסנהדרין אלא מי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,57514,57528,17A,57514,1394,2578
23825,היא מידי דהוה אקוץ בעלמא.  אמר ^רב יהודה אמר רב^ כל עיר שאין בה שנים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,57731,57745,17B,57731,1394,2578
23887,כילכל לפיכך נקראו על שמו.  אמר ^רבי שמואל בר נחמני אמר רבי יונתן^ כל המלמד בן חבירו תורה,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי שמואל בר נחמני,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמני, אמר ,אמר,1,Sanhedrin,67414,67445,19B,67414,2800,1624
23888,כלנה זה פלטי בן ליש.  אמר ^רבי שמואל בר נחמן אמר רבי יונתן^ מאי דכתיב שקר החן והבל,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמן, אמר ,אמר,1,Sanhedrin,68451,68481,20A,68451,22798,1624
23890,להברות בתחלה להכרותו ולבסוף להברותו.  אמר ^רב יהודה אמר רב^ מפני מה נענש אבנר מפני,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,69597,69611,20A,69597,1394,2578
23893,מאי דרגש ערסא דצלא אמר ^רבי ירמיה אמר רבי יוחנן^ דרגש,רבי ירמיה,רבי ירמיה,רבי ירמיה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי יוחנן-רבי ירמיה, אמר ,אמר,1,Sanhedrin,70876,70898,20A,70876,1952,1570
23894,בבזיוני דרגש אעולי ואפוקי באבקתא.  אמר ^רבי יעקב אמר רבי יהושע בן לוי^ הלכה כרבן שמעון בן גמליאל,רבי יעקב,רבי יעקב,רבי יעקב,רבי יהושע בן לוי,רבי יהושע בן לוי,רבי יהושע בן לוי,רבי יהושע בן לוי-רבי יעקב, אמר ,אמר,1,Sanhedrin,71132,71160,20B,71132,1832,1544
23897,תנא נמי מוציאין למלחמת הרשות.  אמר ^רב יהודה אמר שמואל^ כל האמור בפרשת מלך מלך,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,71534,71551,20B,71534,1394,2763
